,title,rating,date,review,Word_Tok,CommentAferPreproc,sentiment
610,Avis Oney ,"1,8 sur 5 étoiles",02/02/2021,"pour les demande de crédit ok pour le remboursement non !suite à l’annulation de mes billets d’avion chez air france, j’attends un remboursement de leur part de la somme de 1618,82€.a ce jour le service oney m’indique qu’ils n’ont aucune visibilité sur mon dossier et qu’ils n’ont reçu aucun remboursement de la part d’air france.(je leur ai envoyé l’attestation de remboursement officielle datant du 17 décembre 2020, les échéanciers etc...) ils ne veulent rien savoir.tout simplement des menteurs!on vous transfère vers un autre service et l’on vous raccroche au nez 👍a ceux qui sont dans la même situation, n’hésitez pas à faire part de votre mécontentement sur ce site, les forums..exigeons notre remboursement et ne lâchons rien. bon courage à vous tous.","['pour', 'les', 'demande', 'de', 'crédit', 'ok', 'pour', 'le', 'remboursement', 'non', 'suite', 'à', 'l', 'annulation', 'de', 'mes', 'billets', 'd', 'avion', 'chez', 'air', 'france', 'j', 'attends', 'un', 'remboursement', 'de', 'leur', 'part', 'de', 'la', 'somme', 'de', '1618', '82', 'a', 'ce', 'jour', 'le', 'service', 'oney', 'm', 'indique', 'qu', 'ils', 'n', 'ont', 'aucune', 'visibilité', 'sur', 'mon', 'dossier', 'et', 'qu', 'ils', 'n', 'ont', 'reçu', 'aucun', 'remboursement', 'de', 'la', 'part', 'd', 'air', 'france', 'je', 'leur', 'ai', 'envoyé', 'l', 'attestation', 'de', 'remboursement', 'officielle', 'datant', 'du', '17', 'décembre', '2020', 'les', 'échéanciers', 'etc', 'ils', 'ne', 'veulent', 'rien', 'savoir', 'tout', 'simplement', 'des', 'menteurs', 'on', 'vous', 'transfère', 'vers', 'un', 'autre', 'service', 'et', 'l', 'on', 'vous', 'raccroche', 'au', 'nez', 'a', 'ceux', 'qui', 'sont', 'dans', 'la', 'même', 'situation', 'n', 'hésitez', 'pas', 'à', 'faire', 'part', 'de', 'votre', 'mécontentement', 'sur', 'ce', 'site', 'les', 'forums', 'exigeons', 'notre', 'remboursement', 'et', 'ne', 'lâchons', 'rien', 'bon', 'courage', 'à', 'vous', 'tous']",demande crédit ok remboursement non suite annulation billets avion chez air france attends remboursement part somme 1618 82 jour service oney indique aucune visibilité dossier reçu aucun remboursement part air france envoyé attestation remboursement officielle datant 17 décembre 2020 échéanciers etc veulent rien savoir tout simplement menteurs transfère vers autre service raccroche nez ceux situation hésitez faire part mécontentement site forums exigeons remboursement lâchons rien bon courage tous,Positive
611,Avis Oney ,5 sur 5 étoiles,28/01/2021,"cliente chez oney depuis plusieurs années pour différents services financiers, j'ai toujours eu une très bonne expérience avec eux.le service que j'utilise le plus est le paiement en trois ou quatre fois sans frais. l'enregistrement du dossier se fait directement par internet avec une réponse immédiate, ce qui facilite grandement les démarches. pour l'un des paiements, j'ai été dans l'obligation de contacter le service clientèle à cause d'une perte de cb. ils ont été très cordiaux, compréhensifs et m'ont aidé à changer mon moyen de paiement.de plus, j'ai trouvé la communication à la suite des services financiers très clairs et complet : les mails étaient envoyés plusieurs jours avant le prélèvement, en guise de rappel. contrairement à d'autres, la date de prélèvement est exacte, je n'ai jamais été prélevé avant l'heure, ce qui est très appréciable.personnellement, je pourrais donc recommander oney à mes proches !","['cliente', 'chez', 'oney', 'depuis', 'plusieurs', 'années', 'pour', 'différents', 'services', 'financiers', 'j', 'ai', 'toujours', 'eu', 'une', 'très', 'bonne', 'expérience', 'avec', 'eux', 'le', 'service', 'que', 'j', 'utilise', 'le', 'plus', 'est', 'le', 'paiement', 'en', 'trois', 'ou', 'quatre', 'fois', 'sans', 'frais', 'l', 'enregistrement', 'du', 'dossier', 'se', 'fait', 'directement', 'par', 'internet', 'avec', 'une', 'réponse', 'immédiate', 'ce', 'qui', 'facilite', 'grandement', 'les', 'démarches', 'pour', 'l', 'un', 'des', 'paiements', 'j', 'ai', 'été', 'dans', 'l', 'obligation', 'de', 'contacter', 'le', 'service', 'clientèle', 'à', 'cause', 'd', 'une', 'perte', 'de', 'cb', 'ils', 'ont', 'été', 'très', 'cordiaux', 'compréhensifs', 'et', 'm', 'ont', 'aidé', 'à', 'changer', 'mon', 'moyen', 'de', 'paiement', 'de', 'plus', 'j', 'ai', 'trouvé', 'la', 'communication', 'à', 'la', 'suite', 'des', 'services', 'financiers', 'très', 'clairs', 'et', 'complet', 'les', 'mails', 'étaient', 'envoyés', 'plusieurs', 'jours', 'avant', 'le', 'prélèvement', 'en', 'guise', 'de', 'rappel', 'contrairement', 'à', 'd', 'autres', 'la', 'date', 'de', 'prélèvement', 'est', 'exacte', 'je', 'n', 'ai', 'jamais', 'été', 'prélevé', 'avant', 'l', 'heure', 'ce', 'qui', 'est', 'très', 'appréciable', 'personnellement', 'je', 'pourrais', 'donc', 'recommander', 'oney', 'à', 'mes', 'proches']",cliente chez oney depuis plusieurs années différents services financiers toujours très bonne expérience service utilise plus paiement trois quatre fois sans frais enregistrement dossier fait directement internet réponse immédiate facilite grandement démarches paiements obligation contacter service clientèle cause perte cb très cordiaux compréhensifs aidé changer moyen paiement plus trouvé communication suite services financiers très clairs complet mails envoyés plusieurs jours avant prélèvement guise rappel contrairement autres date prélèvement exacte jamais prélevé avant heure très appréciable personnellement pourrais donc recommander oney proches,Positive
612,Avis Oney ,"4,7 sur 5 étoiles",25/01/2021,"j’ai utilisé les services d’oney pour un règlement en plusieurs fois via un site marchand, et même une bijouterie dans ma ville, qui proposaient ce moyen de paiement.pour acheter mon objet, il m’a suffit de cliquer sur « paiement en 3x, 4x sans frais oney », pour être redirigée sur les services de oney. le système est clair et intuitif. qui plus est, si l’on est en boutique directement, c’est le vendeur qui s’occupe de tout ! facile d’utilisation, cela ne m’a pris que quelques minutes, et le tour était joué. je n’ai pas eu à débourser une grosse somme d’un coup grâce à ce service, et je n’ai jamais eu de soucis de prélèvement.cela me semble un service de paiement bien pratique, et sans frais exorbitants à débourser pour y souscrire ! cela m’a permis de pouvoir acheter des choses dans des moments où je n’avais pas la totalité de la somme sur moi.","['j', 'ai', 'utilisé', 'les', 'services', 'd', 'oney', 'pour', 'un', 'règlement', 'en', 'plusieurs', 'fois', 'via', 'un', 'site', 'marchand', 'et', 'même', 'une', 'bijouterie', 'dans', 'ma', 'ville', 'qui', 'proposaient', 'ce', 'moyen', 'de', 'paiement', 'pour', 'acheter', 'mon', 'objet', 'il', 'm', 'a', 'suffit', 'de', 'cliquer', 'sur', 'paiement', 'en', '3x', '4x', 'sans', 'frais', 'oney', 'pour', 'être', 'redirigée', 'sur', 'les', 'services', 'de', 'oney', 'le', 'système', 'est', 'clair', 'et', 'intuitif', 'qui', 'plus', 'est', 'si', 'l', 'on', 'est', 'en', 'boutique', 'directement', 'c', 'est', 'le', 'vendeur', 'qui', 's', 'occupe', 'de', 'tout', 'facile', 'd', 'utilisation', 'cela', 'ne', 'm', 'a', 'pris', 'que', 'quelques', 'minutes', 'et', 'le', 'tour', 'était', 'joué', 'je', 'n', 'ai', 'pas', 'eu', 'à', 'débourser', 'une', 'grosse', 'somme', 'd', 'un', 'coup', 'grâce', 'à', 'ce', 'service', 'et', 'je', 'n', 'ai', 'jamais', 'eu', 'de', 'soucis', 'de', 'prélèvement', 'cela', 'me', 'semble', 'un', 'service', 'de', 'paiement', 'bien', 'pratique', 'et', 'sans', 'frais', 'exorbitants', 'à', 'débourser', 'pour', 'y', 'souscrire', 'cela', 'm', 'a', 'permis', 'de', 'pouvoir', 'acheter', 'des', 'choses', 'dans', 'des', 'moments', 'où', 'je', 'n', 'avais', 'pas', 'la', 'totalité', 'de', 'la', 'somme', 'sur', 'moi']",utilisé services oney règlement plusieurs fois via site marchand bijouterie ville proposaient moyen paiement acheter objet suffit cliquer paiement 3x 4x sans frais oney être redirigée services oney système clair intuitif plus si boutique directement vendeur occupe tout facile utilisation cela pris quelques minutes tour joué débourser grosse somme coup grâce service jamais soucis prélèvement cela semble service paiement bien pratique sans frais exorbitants débourser souscrire cela permis pouvoir acheter choses moments où totalité somme,Positive
613,Avis Oney ,"3,8 sur 5 étoiles",05/01/2021,"bonjour, j'ai découvert oney grâce à un ami portugais.c'est simple, cela permet de faire de grosses dépenses quand on n'a pas un gros salaire. je suis payé au smic et grâce à oney, j'ai pu fractionner le paiement d'un nouveau réfrigérateur américain. il s'agit d'un paiement fractionné en trois fois pour moi, ou quatre fois. c'est le commerçant ou le e-commerçant qui vous propose ce service. mon expérience de ce service, je la dois à electro-dépôt. chaque mois, je consulte mon solde sur le site oney.com. j'ai confiance en ce partenaire car on m'a dit qu'il fait partie du groupe bpce. un simple coup de fil a permis d'activer mon crédit à la consommation. je conseille cette solution de financement.(seul bémol : ça ne marche pas avec la carte electron, dommage !)","['bonjour', 'j', 'ai', 'découvert', 'oney', 'grâce', 'à', 'un', 'ami', 'portugais', 'c', 'est', 'simple', 'cela', 'permet', 'de', 'faire', 'de', 'grosses', 'dépenses', 'quand', 'on', 'n', 'a', 'pas', 'un', 'gros', 'salaire', 'je', 'suis', 'payé', 'au', 'smic', 'et', 'grâce', 'à', 'oney', 'j', 'ai', 'pu', 'fractionner', 'le', 'paiement', 'd', 'un', 'nouveau', 'réfrigérateur', 'américain', 'il', 's', 'agit', 'd', 'un', 'paiement', 'fractionné', 'en', 'trois', 'fois', 'pour', 'moi', 'ou', 'quatre', 'fois', 'c', 'est', 'le', 'commerçant', 'ou', 'le', 'e', 'commerçant', 'qui', 'vous', 'propose', 'ce', 'service', 'mon', 'expérience', 'de', 'ce', 'service', 'je', 'la', 'dois', 'à', 'electro', 'dépôt', 'chaque', 'mois', 'je', 'consulte', 'mon', 'solde', 'sur', 'le', 'site', 'oney', 'com', 'j', 'ai', 'confiance', 'en', 'ce', 'partenaire', 'car', 'on', 'm', 'a', 'dit', 'qu', 'il', 'fait', 'partie', 'du', 'groupe', 'bpce', 'un', 'simple', 'coup', 'de', 'fil', 'a', 'permis', 'd', 'activer', 'mon', 'crédit', 'à', 'la', 'consommation', 'je', 'conseille', 'cette', 'solution', 'de', 'financement', 'seul', 'bémol', 'ça', 'ne', 'marche', 'pas', 'avec', 'la', 'carte', 'electron', 'dommage']",bonjour découvert oney grâce ami portugais simple cela permet faire grosses dépenses quand gros salaire payé smic grâce oney pu fractionner paiement nouveau réfrigérateur américain agit paiement fractionné trois fois quatre fois commerçant commerçant propose service expérience service dois electro dépôt chaque mois consulte solde site oney com confiance partenaire car dit fait partie groupe bpce simple coup fil permis activer crédit consommation conseille cette solution financement seul bémol ça marche carte electron dommage,Positive
614,Avis Oney ,"4,0 sur 5 étoiles",01/10/2020,"avis sur oneyje n'avais jamais eu recours au crédit conso auparavant.j'ai acheté un ordinateur portable et j'ai découvert que je pouvais payer en 4 fois sans frais. j'ai souscrit à l'offre auprès d'un vendeur et j'étais ravie d'étaler cette dépense sur 4 mois.le dossier a été facile à faire et (trop) rapide.la seule chose que je regrette, c'est que personne ne m'a avertie qu'à la fin du remboursement, il y a une réserve d'argent toujours disponible et que la carte qui m'a été fournie comporte des frais annuels. le vendeur m'avait fait signer à la hâte les documents en oubliant de me mentionner ces frais annuels. lorsque mon compte a été débité de ces frais un an plus tard, j'ai compris que j'aurai dû résilier à la fin du remboursement !","['avis', 'sur', 'oneyje', 'n', 'avais', 'jamais', 'eu', 'recours', 'au', 'crédit', 'conso', 'auparavant', 'j', 'ai', 'acheté', 'un', 'ordinateur', 'portable', 'et', 'j', 'ai', 'découvert', 'que', 'je', 'pouvais', 'payer', 'en', '4', 'fois', 'sans', 'frais', 'j', 'ai', 'souscrit', 'à', 'l', 'offre', 'auprès', 'd', 'un', 'vendeur', 'et', 'j', 'étais', 'ravie', 'd', 'étaler', 'cette', 'dépense', 'sur', '4', 'mois', 'le', 'dossier', 'a', 'été', 'facile', 'à', 'faire', 'et', 'trop', 'rapide', 'la', 'seule', 'chose', 'que', 'je', 'regrette', 'c', 'est', 'que', 'personne', 'ne', 'm', 'a', 'avertie', 'qu', 'à', 'la', 'fin', 'du', 'remboursement', 'il', 'y', 'a', 'une', 'réserve', 'd', 'argent', 'toujours', 'disponible', 'et', 'que', 'la', 'carte', 'qui', 'm', 'a', 'été', 'fournie', 'comporte', 'des', 'frais', 'annuels', 'le', 'vendeur', 'm', 'avait', 'fait', 'signer', 'à', 'la', 'hâte', 'les', 'documents', 'en', 'oubliant', 'de', 'me', 'mentionner', 'ces', 'frais', 'annuels', 'lorsque', 'mon', 'compte', 'a', 'été', 'débité', 'de', 'ces', 'frais', 'un', 'an', 'plus', 'tard', 'j', 'ai', 'compris', 'que', 'j', 'aurai', 'dû', 'résilier', 'à', 'la', 'fin', 'du', 'remboursement']",avis oneyje jamais recours crédit conso auparavant acheté ordinateur portable découvert pouvais payer fois sans frais souscrit offre auprès vendeur ravie étaler cette dépense mois dossier facile faire trop rapide seule chose regrette personne avertie fin remboursement réserve argent toujours disponible carte fournie comporte frais annuels vendeur fait signer hâte documents oubliant mentionner frais annuels lorsque compte débité frais an plus tard compris dû résilier fin remboursement,Positive
615,Avis Oney ,"4,8 sur 5 étoiles",30/06/2020,"pour tous ceux qui sont à la recherche d'un prêt personnel facilité, il n'y a pas que oney. je fais l'expérience de 26 mois et je suis toujours satisfait.il n'est plus nécessaire pour bénéficier de solutions faciles de paiements de débourser 4 fois plus comme dans certaines enseignes. j'ai fait appel aux services de oney pour obtenir un crédit personnel afin d'avancer dans mes projets. cela m'a permis également d'épargner une forte somme. les solutions auxquelles j'ai eu droit sont satisfaisantes. oney a fait toutes les diligences pour me rattacher à une banque. mon dossier a été traité de manière rapide. j'ai eu droit à une réponse rapide pour mes demandes de prêts et de crédits.oney à travers son site mise sur la simplicité et la transparence. le site est fluide avec de nombreuses informations en ligne et sa prise en main se fait en quelques clics. le système mis en place offre plusieurs possibilités de transactions. le simulateur est accessible à la première page et m'a permis d'avoir une idée rapide du prêt octroyé et des conditions pour mon projet. il existe sur le site des sections complètes et pratiques. je navigue toujours avec plaisir sur la plateforme. l'application dispose des qualités identiques au site.la satisfaction des clients est le défi quotidien du service d'assistance. les avis des clients témoignent d'ailleurs du taux de satisfaction élevé. les téléconseillers sont des expérimentés en la matière.","['pour', 'tous', 'ceux', 'qui', 'sont', 'à', 'la', 'recherche', 'd', 'un', 'prêt', 'personnel', 'facilité', 'il', 'n', 'y', 'a', 'pas', 'que', 'oney', 'je', 'fais', 'l', 'expérience', 'de', '26', 'mois', 'et', 'je', 'suis', 'toujours', 'satisfait', 'il', 'n', 'est', 'plus', 'nécessaire', 'pour', 'bénéficier', 'de', 'solutions', 'faciles', 'de', 'paiements', 'de', 'débourser', '4', 'fois', 'plus', 'comme', 'dans', 'certaines', 'enseignes', 'j', 'ai', 'fait', 'appel', 'aux', 'services', 'de', 'oney', 'pour', 'obtenir', 'un', 'crédit', 'personnel', 'afin', 'd', 'avancer', 'dans', 'mes', 'projets', 'cela', 'm', 'a', 'permis', 'également', 'd', 'épargner', 'une', 'forte', 'somme', 'les', 'solutions', 'auxquelles', 'j', 'ai', 'eu', 'droit', 'sont', 'satisfaisantes', 'oney', 'a', 'fait', 'toutes', 'les', 'diligences', 'pour', 'me', 'rattacher', 'à', 'une', 'banque', 'mon', 'dossier', 'a', 'été', 'traité', 'de', 'manière', 'rapide', 'j', 'ai', 'eu', 'droit', 'à', 'une', 'réponse', 'rapide', 'pour', 'mes', 'demandes', 'de', 'prêts', 'et', 'de', 'crédits', 'oney', 'à', 'travers', 'son', 'site', 'mise', 'sur', 'la', 'simplicité', 'et', 'la', 'transparence', 'le', 'site', 'est', 'fluide', 'avec', 'de', 'nombreuses', 'informations', 'en', 'ligne', 'et', 'sa', 'prise', 'en', 'main', 'se', 'fait', 'en', 'quelques', 'clics', 'le', 'système', 'mis', 'en', 'place', 'offre', 'plusieurs', 'possibilités', 'de', 'transactions', 'le', 'simulateur', 'est', 'accessible', 'à', 'la', 'première', 'page', 'et', 'm', 'a', 'permis', 'd', 'avoir', 'une', 'idée', 'rapide', 'du', 'prêt', 'octroyé', 'et', 'des', 'conditions', 'pour', 'mon', 'projet', 'il', 'existe', 'sur', 'le', 'site', 'des', 'sections', 'complètes', 'et', 'pratiques', 'je', 'navigue', 'toujours', 'avec', 'plaisir', 'sur', 'la', 'plateforme', 'l', 'application', 'dispose', 'des', 'qualités', 'identiques', 'au', 'site', 'la', 'satisfaction', 'des', 'clients', 'est', 'le', 'défi', 'quotidien', 'du', 'service', 'd', 'assistance', 'les', 'avis', 'des', 'clients', 'témoignent', 'd', 'ailleurs', 'du', 'taux', 'de', 'satisfaction', 'élevé', 'les', 'téléconseillers', 'sont', 'des', 'expérimentés', 'en', 'la', 'matière']",tous ceux recherche prêt personnel facilité oney fais expérience 26 mois toujours satisfait plus nécessaire bénéficier solutions faciles paiements débourser fois plus comme certaines enseignes fait appel services oney obtenir crédit personnel afin avancer projets cela permis également épargner forte somme solutions auxquelles droit satisfaisantes oney fait toutes diligences rattacher banque dossier traité manière rapide droit réponse rapide demandes prêts crédits oney travers site mise simplicité transparence site fluide nombreuses informations ligne prise main fait quelques clics système mis place offre plusieurs possibilités transactions simulateur accessible première page permis avoir idée rapide prêt octroyé conditions projet existe site sections complètes pratiques navigue toujours plaisir plateforme application dispose qualités identiques site satisfaction clients défi quotidien service assistance avis clients témoignent ailleurs taux satisfaction élevé téléconseillers expérimentés matière,Positive
616,Avis Crédit Agricole ,"2,4 sur 5 étoiles",14/07/2022,plus d’accès à l’évolution du compte. plus accès au budget. comment faire pour trier les opérations ? je ne vois pas l’évolution de l’application mais plutôt une régression de l’application. merci aux penseurs de nous remettre une application plus utile.,"['plus', 'd', 'accès', 'à', 'l', 'évolution', 'du', 'compte', 'plus', 'accès', 'au', 'budget', 'comment', 'faire', 'pour', 'trier', 'les', 'opérations', 'je', 'ne', 'vois', 'pas', 'l', 'évolution', 'de', 'l', 'application', 'mais', 'plutôt', 'une', 'régression', 'de', 'l', 'application', 'merci', 'aux', 'penseurs', 'de', 'nous', 'remettre', 'une', 'application', 'plus', 'utile']",plus accès évolution compte plus accès budget comment faire trier opérations vois évolution application plutôt régression application merci penseurs remettre application plus utile,Positive
617,Avis Crédit Agricole ,5 sur 5 étoiles,13/07/2022,"j'y suis client depuis 3 ans et j'en suis extrêmement content. très à l'écoute. si problème ou question, tout est réglé rapidement. absolument rien à redire, je conseille plus que vivement, allez y les yeux fermés, que ce soit pour n'importe quel service, banque, assurance.","['j', 'y', 'suis', 'client', 'depuis', '3', 'ans', 'et', 'j', 'en', 'suis', 'extrêmement', 'content', 'très', 'à', 'l', 'écoute', 'si', 'problème', 'ou', 'question', 'tout', 'est', 'réglé', 'rapidement', 'absolument', 'rien', 'à', 'redire', 'je', 'conseille', 'plus', 'que', 'vivement', 'allez', 'y', 'les', 'yeux', 'fermés', 'que', 'ce', 'soit', 'pour', 'n', 'importe', 'quel', 'service', 'banque', 'assurance']",client depuis ans extrêmement content très écoute si problème question tout réglé rapidement absolument rien redire conseille plus vivement allez yeux fermés importe quel service banque assurance,Positive
618,Avis Crédit Agricole ,"1,8 sur 5 étoiles",11/07/2022,"nouvelle application lamentable. disparition de l’onglet « mon budget » qui était un véritable outil du quotidien. la navigation complètement peu intuitive. bref, on se demande qui a pu avoir une idée aussi stupide de changer l’application du tout au tout.","['nouvelle', 'application', 'lamentable', 'disparition', 'de', 'l', 'onglet', 'mon', 'budget', 'qui', 'était', 'un', 'véritable', 'outil', 'du', 'quotidien', 'la', 'navigation', 'complètement', 'peu', 'intuitive', 'bref', 'on', 'se', 'demande', 'qui', 'a', 'pu', 'avoir', 'une', 'idée', 'aussi', 'stupide', 'de', 'changer', 'l', 'application', 'du', 'tout', 'au', 'tout']",nouvelle application lamentable disparition onglet budget véritable outil quotidien navigation complètement peu intuitive bref demande pu avoir idée aussi stupide changer application tout tout,Negative
619,Avis Crédit Agricole ,"2,3 sur 5 étoiles",11/07/2022,"je suis cliente au crédit depuis plus de 40 ans et satisfaite jusqu’à aujourd’hui surtout de l’application très pratique qui permettait de budgéter, de catégoriser et de comparer les dépenses et recettes par rapport à l’année précédente. la nouvelle application est nulle. elle n’est pas lisible (les débits en rouge c’était parfait) aujourd’hui ça ne saute pas aux yeux surtout si on consulte depuis un petit écran. on ne peut pas revenir sur les opérations notamment sur les chèques et noter à quoi ils correspondent. ne plus pouvoir catégoriser enlève l’avantage principal de l’application.","['je', 'suis', 'cliente', 'au', 'crédit', 'depuis', 'plus', 'de', '40', 'ans', 'et', 'satisfaite', 'jusqu', 'à', 'aujourd', 'hui', 'surtout', 'de', 'l', 'application', 'très', 'pratique', 'qui', 'permettait', 'de', 'budgéter', 'de', 'catégoriser', 'et', 'de', 'comparer', 'les', 'dépenses', 'et', 'recettes', 'par', 'rapport', 'à', 'l', 'année', 'précédente', 'la', 'nouvelle', 'application', 'est', 'nulle', 'elle', 'n', 'est', 'pas', 'lisible', 'les', 'débits', 'en', 'rouge', 'c', 'était', 'parfait', 'aujourd', 'hui', 'ça', 'ne', 'saute', 'pas', 'aux', 'yeux', 'surtout', 'si', 'on', 'consulte', 'depuis', 'un', 'petit', 'écran', 'on', 'ne', 'peut', 'pas', 'revenir', 'sur', 'les', 'opérations', 'notamment', 'sur', 'les', 'chèques', 'et', 'noter', 'à', 'quoi', 'ils', 'correspondent', 'ne', 'plus', 'pouvoir', 'catégoriser', 'enlève', 'l', 'avantage', 'principal', 'de', 'l', 'application']",cliente crédit depuis plus 40 ans satisfaite jusqu aujourd hui surtout application très pratique permettait budgéter catégoriser comparer dépenses recettes rapport année précédente nouvelle application nulle lisible débits rouge parfait aujourd hui ça saute yeux surtout si consulte depuis petit écran peut revenir opérations notamment chèques noter quoi correspondent plus pouvoir catégoriser enlève avantage principal application,Positive
620,Avis Crédit Agricole ,"1,6 sur 5 étoiles",09/07/2022,"banque injoignable, j’ai appelé une cinquantaine de fois l’agence en 1 mois, jamais une seule fois je suis tombé sur un conseiller.conseillère peu professionnelle, ne répond que partiellement à mes mails et se présente 30min en retard lors d’un rendez vous.procédure d’ouverture de compte très peu arrangeante dans mon cas.","['banque', 'injoignable', 'j', 'ai', 'appelé', 'une', 'cinquantaine', 'de', 'fois', 'l', 'agence', 'en', '1', 'mois', 'jamais', 'une', 'seule', 'fois', 'je', 'suis', 'tombé', 'sur', 'un', 'conseiller', 'conseillère', 'peu', 'professionnelle', 'ne', 'répond', 'que', 'partiellement', 'à', 'mes', 'mails', 'et', 'se', 'présente', '30min', 'en', 'retard', 'lors', 'd', 'un', 'rendez', 'vous', 'procédure', 'd', 'ouverture', 'de', 'compte', 'très', 'peu', 'arrangeante', 'dans', 'mon', 'cas']",banque injoignable appelé cinquantaine fois agence mois jamais seule fois tombé conseiller conseillère peu professionnelle répond partiellement mails présente 30min retard lors rendez procédure ouverture compte très peu arrangeante cas,Positive
621,Avis Crédit Agricole ,"2,0 sur 5 étoiles",09/07/2022,"la nouvelle application mobile crédit agricole, pas du tout intuitive, beaucoup moins pratique, on peut plus pointer les opérations pour un contrôle, le budget et les statistiques ont disparus. je suis vraiment très déçue. j’utilisais tous les jours cette application qui était géniale - c’était tellement mieux avant, pourquoi avoir fait un si mauvais choix marketing.","['la', 'nouvelle', 'application', 'mobile', 'crédit', 'agricole', 'pas', 'du', 'tout', 'intuitive', 'beaucoup', 'moins', 'pratique', 'on', 'peut', 'plus', 'pointer', 'les', 'opérations', 'pour', 'un', 'contrôle', 'le', 'budget', 'et', 'les', 'statistiques', 'ont', 'disparus', 'je', 'suis', 'vraiment', 'très', 'déçue', 'j', 'utilisais', 'tous', 'les', 'jours', 'cette', 'application', 'qui', 'était', 'géniale', 'c', 'était', 'tellement', 'mieux', 'avant', 'pourquoi', 'avoir', 'fait', 'un', 'si', 'mauvais', 'choix', 'marketing']",nouvelle application mobile crédit agricole tout intuitive beaucoup moins pratique peut plus pointer opérations contrôle budget statistiques disparus vraiment très déçue utilisais tous jours cette application géniale tellement mieux avant pourquoi avoir fait si mauvais choix marketing,Negative
622,Avis Crédit Agricole ,"2,5 sur 5 étoiles",08/07/2022,"la version 30 de l’application mobile est catastrophique quant à son ergonomie. la présentation n’est absolument pas synthétique. en visualisation des comptes, beaucoup de lignes vides, de multiples tailles de polices de caractère, donc peu d’informations utiles sur une page. peu d’attention envers les utilisateurs.","['la', 'version', '30', 'de', 'l', 'application', 'mobile', 'est', 'catastrophique', 'quant', 'à', 'son', 'ergonomie', 'la', 'présentation', 'n', 'est', 'absolument', 'pas', 'synthétique', 'en', 'visualisation', 'des', 'comptes', 'beaucoup', 'de', 'lignes', 'vides', 'de', 'multiples', 'tailles', 'de', 'polices', 'de', 'caractère', 'donc', 'peu', 'd', 'informations', 'utiles', 'sur', 'une', 'page', 'peu', 'd', 'attention', 'envers', 'les', 'utilisateurs']",version 30 application mobile catastrophique quant ergonomie présentation absolument synthétique visualisation comptes beaucoup lignes vides multiples tailles polices caractère donc peu informations utiles page peu attention envers utilisateurs,Positive
623,Avis Crédit Agricole ,"2,0 sur 5 étoiles",08/07/2022,"client depuis plus de 25 ans, gestion catastrophique d'un emprunt immobilier de 15 000 euros pour un garage qui a été ""oublié"" ; j'ai dû être aidé par le csf (crédit social des fonctionnaires) qui a pu me prêter l'argent en urgence avant le rendez vous chez le notaire. mais il a fallu ensuite 8 jours pour que le virement effectué soit bien crédité sur mon compte, le crédit agricole expliquant qu'il ne sait pas où est l'argent tant qu'il n'est pas effectivement sur le compte. plus de conseiller attitré et tout le monde se renvoie la balle ; aucune excuse y compris de la direction qui n'a jamais proposé de solution alternative. carte gold dite offerte trois ans mais facturée discrètement dès la deuxième année. assurances proposées alléchantes mais qui augmentent de 20% dès la deuxième année.","['client', 'depuis', 'plus', 'de', '25', 'ans', 'gestion', 'catastrophique', 'd', 'un', 'emprunt', 'immobilier', 'de', '15', '000', 'euros', 'pour', 'un', 'garage', 'qui', 'a', 'été', 'oublié', 'j', 'ai', 'dû', 'être', 'aidé', 'par', 'le', 'csf', 'crédit', 'social', 'des', 'fonctionnaires', 'qui', 'a', 'pu', 'me', 'prêter', 'l', 'argent', 'en', 'urgence', 'avant', 'le', 'rendez', 'vous', 'chez', 'le', 'notaire', 'mais', 'il', 'a', 'fallu', 'ensuite', '8', 'jours', 'pour', 'que', 'le', 'virement', 'effectué', 'soit', 'bien', 'crédité', 'sur', 'mon', 'compte', 'le', 'crédit', 'agricole', 'expliquant', 'qu', 'il', 'ne', 'sait', 'pas', 'où', 'est', 'l', 'argent', 'tant', 'qu', 'il', 'n', 'est', 'pas', 'effectivement', 'sur', 'le', 'compte', 'plus', 'de', 'conseiller', 'attitré', 'et', 'tout', 'le', 'monde', 'se', 'renvoie', 'la', 'balle', 'aucune', 'excuse', 'y', 'compris', 'de', 'la', 'direction', 'qui', 'n', 'a', 'jamais', 'proposé', 'de', 'solution', 'alternative', 'carte', 'gold', 'dite', 'offerte', 'trois', 'ans', 'mais', 'facturée', 'discrètement', 'dès', 'la', 'deuxième', 'année', 'assurances', 'proposées', 'alléchantes', 'mais', 'qui', 'augmentent', 'de', '20', 'dès', 'la', 'deuxième', 'année']",client depuis plus 25 ans gestion catastrophique emprunt immobilier 15 000 euros garage oublié dû être aidé csf crédit social fonctionnaires pu prêter argent urgence avant rendez chez notaire fallu ensuite jours virement effectué bien crédité compte crédit agricole expliquant sait où argent tant effectivement compte plus conseiller attitré tout monde renvoie balle aucune excuse compris direction jamais proposé solution alternative carte gold dite offerte trois ans facturée discrètement dès deuxième année assurances proposées alléchantes augmentent 20 dès deuxième année,Positive
