,title,rating,date,review
303,Avis Boursorama Banque #17,5 sur 5 étoiles,(Évaluation de Mathis le 08/10/2021),"Je suis très satisfait de Boursorama Banque.Fluide, l´ouverture de compte est très facile et rapide.De plus les primes de parrainages sont versées instantanément, avant même de recevoir mes codes par voie postale."
304,Avis Boursorama Banque #16,"4,4 sur 5 étoiles",(Évaluation de Alex le 03/10/2021),"Client depuis plus de 10 ans, j´apprécie les frais réduits au minimum, voir absents, en ce qui concerne la tenue de compte, une application agile et fiable.En cas de besoin d´informations, on a accès à toutes les documentations utiles sur le site et si besoin je peux joindre facilement un conseiller sur une plage horaire large (08h – 19h).Aucune surprise. J´ai eu l´occasion d´avoir un litige pour une opération frauduleuse. Réglé dans l´heure et sans frais.Les taux de crédits sont parmi les plus bas du marché et on peut faire face aux aléas en modifiant facilement ces plafonds de carte bancaire. Tableau de bord et navigation intuitive sur le site.L´efficacité est le maitre mot de cette banque en ligne."
305,Avis Boursorama Banque #15,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 28/08/2021),"J'ai ouvert un compte bancaire sur Boursorama Banque en mai dernier. À la recherche d'une banque en ligne et ne sachant pas vers quelle institution me tourner, une amie, cliente de Boursorama Banque, m'a proposé de me parrainer. L'offre était plutôt alléchante. Si j'acceptais le parrainage, mon amie et moi allions percevoir une prime de bienvenue de 130€.J'ai donc accepté et ouvert un compte courant. En plus de la prime de bienvenue, Boursorama Banque vous offre la carte bancaire ULTIM (carte de paiement internationale). L'ouverture du compte a été très simple. J'ai pris en photo mes justificatifs et ouvert le compte directement depuis mon smartphone, en quelques minutes. Les délais de validation ont été rapides.La réception de la carte bancaire a été plus compliquée. En effet, au bout d'un mois, je n'avais toujours par reçu ma carte par courrier. J'ai donc fait opposition et commandé une nouvelle carte qui, elle aussi, est arrivée dans un délai de plusieurs semaines."
306,Avis Boursorama Banque #14,"2,0 sur 5 étoiles",(Évaluation de Gwennaelle le 21/07/2021),"Bonjour ! EXTRÊMEMENT DÉÇUEMes parents ont ouvert chacun un compte chez Boursorama depuis presque deux ans mais il y a 3 jours en allant sur le compte internet ma mère remarque que Boursorama a supprimé le découvert autorisé de mon père !PAFFF ils se retrouvent de 1000€ de découvert à 0€ !!! Sans aucun avertissement, lettre... ils se retrouvent donc dans une situation financière extrêmement difficile .De plus IMPOSSIBLE de joindre qui que ce soit ! Ils n'arrive à joindre aucun service/numéro.Mes parents sont complètement désemparés et perdus"
307,Avis Boursorama Banque #13,"3,0 sur 5 étoiles",(Évaluation de Lpg le 17/06/2021),"Plafond de carte qui ne permet pas de règler mon assurance alors que la semaine dernière ils disaient pouvoir augmenter le plafond pour cette opération.Dommage, c'est une banque pratique, pas de demarchage, pas de frais... mais pas possible de disposer de l'argent qui se trouve sur le compte car les plafonds sont trop bas.Du coup il ne faut pas l'avoir comme compte bancaire unique ou principal."
308,Avis Boursorama Banque #12,"4,7 sur 5 étoiles",(Évaluation de Anonyme le 25/01/2021),"Je suis cliente chez Boursorama Banque depuis un peu plus d'un an maintenant et suis pleinement satisfaite.J'avais à l'époque profité d'une offre promotionnelle proposant une somme offerte pour l'ouverture d'un compte joint, + un parrainage d'un collègue de mon mari, ce qui représentait environ 130€ offerts. L'ouverture du compte s'est faite très facilement depuis notre ordinateur, nous avons seulement eu à scanner quelques justificatifs d'identité et à remplir des informations. Depuis, je n'ai rien à redire sur les services de Boursorama: le site Internet et l'application sont faciles à utiliser, je peux faire n'importe quelle opération directement sur mon téléphone, ce qui est très pratique quand je ne suis pas chez moi.Nous sommes tellement satisfaits que nous avons d'ailleurs ouvert un compte et un livret d'épargne pour mon petit garçon, car nous avons reçu une offre ce mois-ci de 80€ offerts pour l'ouverture d'une épargne enfant, sans aucun frais de gestion. Nous y réfléchissions depuis un moment, mais il est certain que l'offre nous a fait sauter le pas!"
309,Avis Boursorama Banque #11,5 sur 5 étoiles,(Évaluation de Anonyme le 19/01/2021),"Cliente chez Boursorama Banque depuis 6 mois, mon expérience est très satisfaisante.L'enregistrement et la création des comptes est simple et sécurisée, et se finalise en quelques jours, après les vérifications d'identité effectuées par Boursorama.J'ai ouvert chez Boursorama un compte courant, un livret A, un PEA et un compte titre pour acquérir des actions en bourse. L'ouverture du compte épargne se fait très simplement, au moment de l'inscription. L'ouverture du PEA et du compte titre se fait en quelques clics. Par ailleurs, j'ai commandé un chéquier, qui m'a été envoyé gratuitement en moins de 10 jours.L'application mobile est intuitive et complète.J'apprécie les services boursiers, qui permettent d'étudier en détail une action, et de l'acheter très simplement. L'approvisionnement du PEA est très simple (par virement, par carte bancaire). Et je peux voir en temps réel la valeur de mes actions.Je n'ai jamais eu besoin de contacter le service client.Je suis très satisfaite de cette banque."
310,Avis Boursorama Banque #10,"3,3 sur 5 étoiles",(Évaluation de Anonyme le 11/01/2021),"Voilà maintenant environ 4 ans que je suis cliente Boursorama Banque, à laquelle j'ai souscrit pour l'ouverture d'un compte joint.A l'ouverture, le processus est assez simple et rapide, la démarche à suivre en ligne est vraiment très bien expliquée et claire. En revanche, première déconvenue quelques jours après, seul mon conjoint reçoit sa carte bancaire. Après un coup de fil passé au service client, il s'avère que je ne remplissais pas les conditions pour y être éligible (mon contrat en CDI était signé depuis trop peu de temps) et surtout, qu'une fois établie comme cliente, ces conditions ne sont plus les mêmes (à savoir qu'il faut justifier d'un salaire deux fois supérieur que si on est nouveau client). Je n'avais pas vraiment apprécié ce manque de transparence et ce défaut de sens commercial. En outre, l'accueil téléphonique était plutôt condescendant et désagréable.Au quotidien, l'application et le site sont assez simples et fonctionnels, en revanche, je regrette que la mise à jour de l'état du compte soit aussi longue (parfois de 3-4 jours) et que par conséquent, les alertes que nous recevons pour nous prévenir de réapprovisionner le compte arrivent souvent bien trop tard.J'apprécie en revanche de ne jamais avoir été prélevée d'agios quand le solde du compte est négatif."
311,Avis Boursorama Banque #9,5 sur 5 étoiles,(Évaluation de Anonyme le 07/01/2021),"A la recherche d'une formule de compte moins chère que celle que je possède actuellement, Boursorama Banque m'a été conseillée par un ami.L'enregistrement se fait 100% en ligne en cinq minutes, et au bout de quinze jours le compte est ouvert, la carte bleue déjà dans notre portefeuille. L'application ou l'espace client sur ordinateur nous permet de gérer plusieurs options et services basiques (virement, plafond, dépôt de chèque, etc.) très facilement. La facilité, la rapidité d’exécution de ses services, les frais de tenue de compte très légers, mais aussi les offres de bienvenue et de parrainage, font assurément de Boursorama une banque à recommander.Si je devais donner un point à améliorer : Il faudrait bien préciser qu'il est obligatoire de posséder un compte courant (et non épargne) dans une autre banque avant de demander l'inscription."
312,Avis Boursorama Banque #8,"4,8 sur 5 étoiles",(Évaluation de Anonyme le 06/01/2021),"Je me suis inscrite chez Boursorama Banque à la suite d’un parrainage. Cela fait à présent plusieurs années que je suis dans cette banque en ligne. L’inscription par leur site internet est simple : il a juste quelques scans de documents à fournir. Le transfert de mes comptes de mon ancienne banque vers mon nouveau compte a été géré par Boursorama : aucune prise de tête. De mémoire, il m’a fallu environ une dizaine de jours pour l’ouverture de mon compte.J’apprécie beaucoup leur application mobile de suivi de ses comptes et de ses crédits. Elle est très pratique et complète. Je l’utilise régulièrement pour consulter mes comptes, modifier le plafond de ma carte bancaire et faire des virements d’argent.Concernant ma carte bancaire, j’ai choisi la carte Visa Premier Boursorama. Elle est gratuite et propose des services très avantageux. Ses garanties d’assurance et d’assistance sont vraiment intéressantes. Autre point positif : je voyage beaucoup et je trouve que le retrait de devises étrangères avec cette carte offre un tarif très compétitif. En effet, les frais de commission sont aux alentours de 1,9 % seulement.J’ai cependant deux bémols vis-à-vis de la carte Visa Premier : le débit différé (il faut donc être vigilant sur le suivi de son compte courant) et l’obligation d’utiliser sa carte au moins une fois dans le mois (sinon, il a une cotisation de 15 euros qui est retenue).J’ai également ouvert mon crédit pour l’achat de mon appartement chez Boursorama. Là encore, j’ai été très satisfaite par le taux proposé et la simplicité des démarches. Je peux suivre mon crédit immobilier directement sur l’application mobile.Enfin, j’ai eu l’occasion de contacter plusieurs fois leur service client par téléphone. Le temps d’attente est plutôt raisonnable (environ 3 minutes). Le personnel est souriant et très agréable. Les conseillers prennent le temps d’expliquer clairement les réponses aux questions posées.En résumé, je conseille vivement Boursorama Banque pour la qualité de leurs services et leurs tarifs compétitifs."
313,Avis Boursorama Banque #7,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 02/12/2020),"Je suis client Boursorama Banque depuis près de 3 ans.J'ai ouvert un compte joint avec ma femme pour pouvoir mutualiser certaines dépenses et sans avoir à payer trop de frais bancaires.J'ai été très surpris par l'aspect dématérialisé de cette banque puisque tout se fait en ligne et à distance. Je n’avais donc aucune contrainte de paperasse notamment à l’ouverture du compte. Par ailleurs, les modifications via l’application mobile sont assez rapides, ce que j’ai beaucoup apprécié.Cependant, ce côté pratique est également un défaut à mon sens. En effet, j’ai beaucoup de difficulté à joindre le service client par téléphone notamment lorsque je rencontre des difficultés ou que j’ai des demandes particulières. Je privilégie donc le contact par mail, car plus simple et rapide.Néanmoins dans son ensemble, j’apprécie cette banque car l’intérêt principal est de ne pas avoir de frais bancaires."
314,Avis Boursorama Banque #6,5 sur 5 étoiles,(Évaluation de Anonyme le 19/10/2020),"Bonjour, je suis cliente chez Boursorama Banque depuis le mois de février 2018 quand j'ai reçu une offre de parrainage de la part d'un membre de ma famille, garantissant 80€ au parrain et au filleul. Jeune étudiante avec peu de revenus, cette offre m'a paru intéressante, de plus je trouvais le concept de banque en ligne plus pratique et plus moderne, alors j'ai accepté sans hésiter. J'ai opté pour l'ouverture d'un compte avec carte Visa Ultim, ainsi qu'un compte épargne sur Livret pour y placer mes économies. Les démarches ont été très simples, rapides et intuitives. Par la suite, je suis devenue maman, alors j'ai ouvert un compte sur livret pour ma fille, afin d'y verser régulièrement de l'argent de ma part, et de la part de la famille pour son anniversaire ou les fêtes, pour quand elle sera plus grande. A l'ouverture de ce Livret Jeune, j'ai eu une offre de 30€, et là aussi, la procédure a été très simple. Je trouve que l'interface de Boursorama Banque est très agréable et fonctionnelle, je ne vois rien à y redire, à tel point que je n'ai jamais eu à contacter le service clientèle."
315,Avis Boursorama Banque #5,"4,8 sur 5 étoiles",(Évaluation de Nathan le 23/07/2020),"Je suis client chez Boursorama Banque depuis janvier 2018. Je suis globalement très satisfait de la gestion de mon compte courant au sein de cette banque en ligne.L'un des points forts est l'absence de cotisation pour l'ouverture et la tenue d'un compte bancaire. À cela s'ajoutent les frais en cas de découvert, qui sont absolument dérisoires. Je n'ai pas pu m'empêcher de faire le comparatif avec les autres banques auprès de qui j'étais client avant Boursorama Banque, et qui facturaient des frais d'agio excessifs ! Que ma banque actuelle puisse facturer des frais aussi légers, cela prouve son honnêteté (sous quel prétexte les autres banques abusent-elles autant des frais auprès de leurs clients ?). Cela m'a rassuré en me disant que je suis client d'une banque juste, qui détonne des schémas traditionnels.Récemment, pour un voyage à l'étranger, j'ai également eu l'agréable surprise de découvrir que Boursorama Banque propose le changement de devises, et ce à un coût défiant tous les bureaux de change.De plus, j'ai eu l'occasion de contacter par téléphone le service client de Boursorama Banque : les conseiller(e)s sont cordiaux, clairs dans leurs explications, empathiques et à l'écoute."
316,Avis Boursorama Banque #4,"3,8 sur 5 étoiles",(Évaluation de Antoine V. le 17/07/2020),"Je suis client chez Boursorama depuis 2017, en complément d’une autre banque.Premier avantage, la carte de crédit Gold est gratuite. Elle est vraiment gratuite, pas de mauvaise surprise à la fin de l’année, il n’y a aussi aucuns frais bancaires (quand on n’est pas en rouge ou pas d’agio). Comme j’étais satisfait de Boursorama, j’ai progressivement souscrit à d’autres services en ligne, comme un compte épargne, un portefeuille titre que je gère depuis l’interface internet et également une assurance vie pour moi et pour mes enfants. A chaque changement de composition de portefeuille ou de titres dans l’assurance-vie, Boursorama envoie un courrier.Je suis très satisfait de cette banque en ligne, je n’ai pas eu de problèmes particuliers avec le service client que je contacte peu. Je gère en direct mes prestations Compte Courant, Compte Epargne, Plan Epargne Actions, donc banque en ligne parfaite pour mes besoins.Le seul petit inconvénient : les délais d’ouverture d’environ 10 jours (et plus pour les comptes pour les enfants), mais qui a été compensé par un chèque de bienvenue de 80 € à l’ouverture du compte, car j’étais nouveau client.L’interface du site est conviviale et facile d’utilisation, et on peut également insérer ses autres numéros de comptes dans d’autres banques pour avoir accès en un seul coup d’œil à tous ses comptes.Pour le service client, je l’ai contacté par téléphone une fois ou deux au début, il est correct, sinon on peut poser des questions par email, via l’interface, mais le lien vers « contact » et envoyer un message n’est pas facile à trouver.Par contre je ne dépose pas de chèque chez Boursorama, car il n’y a pas d’agence et il faut les envoyer par courrier, je trouve que ce n’est pas très pratique."
317,Avis Boursorama Banque #3,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 11/07/2020),"J'ai ouvert un compte chez Boursorama parce que j'avais besoin d'un compte bancaire supplémentaire pour cantonner les recettes relatives à mon activité auto-entrepreneuriale en complément de mon activité salariée. L'ouverture est un peu fastidieuse, puisqu'il faut envoyer les documents et réaliser un transfert depuis un autre compte bancaire pour s'authentifier.J'avais été attiré par la publicité vantant la banque la moins chère : comme il s'agissait d'un compte d'appoint, mon premier critère de choix était de minimiser le coût ! Je n'ai pas été déçu : j'ai payé zéro euro de frais bancaires, en utilisant mon compte pour des virements entrants (recettes de mon activité), sortants (paiement des cotisations et transferts des gains) et occasionnellement pour des chèques. Il y a aussi une carte bancaire gratuite si elle est utilisée, mais je ne l'ai pas souscrite car je n'en avais pas l'usage.S'agissant d'une banque en ligne, tout se fait via internet. Le site est clair et simple, et il fonctionne bien - je crois que je ne l'ai jamais vu hors service depuis que j'ai souscrit un compte ! Je n'ai du coup jamais eu besoin du service client, tout roule sans que j'ai eu à me plaindre."
318,Avis Boursorama Banque #2,"4,7 sur 5 étoiles",(Évaluation de Aurélie le 25/06/2020),"J'ai ouvert il y a quelques années un compte chèque personnel chez Boursorama. Je l'avais ouvert en compte secondaire pour bénéficier de l'offre parrainage. L'ouverture de compte est simple, tout se fait en ligne et les délais sont assez rapides. J'ai du recevoir ma carte 5-10 jours après.Je n'utilisais que très peu mon compte et n'ayant pas eu de soucis particulier comme tout se fait en autonomie sur l'application, j'ai commandé une carte ULTIM : une carte qui permet de bénéficier d'une utilisation à l'étranger gratuitement sous réserve de l'utiliser une fois par mois minimum. Pour être éligible à cette carte, il faut avoir une somme d'argent minimale sur son compte. C'est la seule condition.Depuis, je n'utilise que cette carte, voyageant à temps plein, elle est idéale.Je n'ai toujours pas eu besoin de traiter avec le service client.Boursorama est une banque en ligne, le service n'est donc pas le même qu'avec une banque en face à face mais pour une utilisation courante et classique, l'application et les services qui y sont suffisent largement."
319,Avis Boursorama Banque #1,"3,8 sur 5 étoiles",(Évaluation de Anonyme le 23/06/2020),"Les banques en ligne n’ont jamais attiré mon attention par peur des arnaques. Je me suis penché sur la question lorsqu’un collègue m’a proposé de s’inscrire en 2009. L’inscription est gratuite, tout comme les frais de tenues de comptes ainsi que la carte visa classique. Les découverts ne sont pas sanctionnés. C’est cette liberté qui me plaît vraiment. Depuis, je recommande Boursorama à mes connaissances. D’ailleurs, le parrainage me permet de gagner plus de 100 euros sur mon compte.Si l’inscription est gratuite, il faut tout de même faire un dépôt pour valider son compte. Le revenu minimum est fixé à 1 000 euros, mais j’ai pu ouvrir mon compte sans revenu en passant par l’offre Ultim. J’utilise Boursorama pour la gestion de mes placements en bourse parce que je trouve que les frais sont intéressants. Le concept a tout pour plaire. Cependant, le service client est difficile à joindre. En cas de problème, il est presque impossible de contacter un conseiller.Les requêtes en ligne n’obtiennent de réponses que plusieurs jours après la demande. Comme la banque n’a pas d’agence, vous ne saurez pas où vous adresser pour obtenir satisfaction. En général, il suffit de suivre les directives pour éviter les soucis."
320,Avis Caisse d'Épargne #79,"1,6 sur 5 étoiles",(Évaluation de Mn le 07/07/2022),"La caisse d'epargne, c'est des frais bancaires chers, des assurances chères et un relationnel inexistant. Carte bancaire à 10 € par mois, une obligatoire par conjoint, assurance perte et vol obligatoire soit 250 € de frais à l'année pour rien de plus qu'ailleurs. Frais de tenue de compte 6 € soit 72 € par an. Autorisation de découvert 14 € /an; Assurance habitation 38 €, soit disant premium, par mois soit 456 € l'année. Pas de suivi en cas de pépin, comme 90 % des assurances ok, mais là ça fait cher pour rien de plus. Voiture tous risques 36 €, au tiers 24 € soit 720 € l'année. Assurance pret immo 38 € soit 456 € /an. Soit presque 2000 € l'année de frais et assurances.4 mois pour finaliser un pret immo alors que le dossier avait été pré mâché par un premier agent, 6 mois d'attente pour résiliation d' une assurance fantoche de complément d'habitation (courrier AR, envois des documents demandés, relances mails...).Après un ras le bol d'immobilisme et d'amateurisme, j'ai tout changé. Résultat plus de 50 % d'économie ! Chaque compte ou assurance éparpillés chez les moins chers.Mon conseil: surtout ne jamais prendre tous ses contrats à un même organisme. Changer de crêmerie tous les 1 à 2 ans. La fidélité ne paie jamais."
321,Avis Caisse d'Épargne #78,"2,2 sur 5 étoiles",(Évaluation de Anonyme le 29/06/2022),"J'ai 7 000 euros sur un LEP que je voulais retirer 6 000 €. Impossible, seule possibilité 2000 euros par semaine moins 5 euros pour l'opération. Bilan de l'opération je ne peux acheter un bien (paiement liquide), je récupère mon argent à raison de 2000 € par semaine et je constitue un bas de laine."
322,Avis Caisse d'Épargne #77,"2,2 sur 5 étoiles",(Évaluation de Elodie le 28/06/2022),"Cela fait 10 ans que je suis à la caisse d'épargne, il y a toujours eu des problèmes plus ou moins importants, plus ou moins réglés rapidement, mais depuis 3 ans le service et la qualité n'ont jamais été aussi bas. Aujourd'hui je me retrouve sans carte, ni chéquier suite à une erreur de saisie. Je vais avoir une nouvelle carte dans 15 jours et on me demande de payer des frais pour retirer un peu d'espèce afin de ne pas me retrouver sans rien.Un point positif quand même, c'est la rapidité d'exécution pour les virements et une application intéressante lorsqu'elle n'a pas de bug."
323,Avis Caisse d'Épargne #76,"2,4 sur 5 étoiles",(Évaluation de Anonyme le 27/06/2022),"L'ancien espace client était convivial, parfaitement clair et accessible. Le nouvel espace ""imposé"" bien sûr, se révèle complètement abscons et étanche à tout accès facile. On espère que ce n'est pas justement le but recherché. Il serait bon pour une fois que le changement soit orienté client, et non finances."
324,Avis Caisse d'Épargne #75,"2,2 sur 5 étoiles",(Évaluation de CB le 25/06/2022),"Pas de problème pour ouvrir compte et livrets épargnes mais conseiller injoignable, qui ne répond pratiquement jamais aux mails ou appels. Frais très coûteux avec surfacturation. Changement de conseiller jusqu'à 3 différents en 1 an. Vous passez en agence, vous voyez les employés faire des va-et-vient d'un bureau à l'autre. Ça papote, ça rigole, ils grignotent devant les clients, on dirait un salon de thé."
325,Avis Caisse d'Épargne #74,"2,0 sur 5 étoiles",(Évaluation de Anonyme le 24/06/2022),"Je suis à la caisse d'épargne depuis presque 20 ans. Quand tout va bien alors pas de soucis. Mais dès qu'il s'agit de me rembourser après un piratage, impossible et ensuite ils me prélèvent des frais de 40 euros pour une nouvelle carte et là 100 euros parce que je change de banque."
326,Avis Caisse d'Épargne #73,"2,4 sur 5 étoiles",(Évaluation de Anonyme le 23/06/2022),"J'ai demandé à changé de carte bancaire (débit différé) pour retourner sur un débit immédiat. Résultat mon conseiller s'est trompé (ce qui peut arriver à tout le monde) à bloquer ma carte avant même que je reçoive la nouvelle. Je me retrouve depuis quelques jours sans carte bancaire. Je n'ai pas eu une excuse de sa part, et aucun geste commercial. La seule chose qu'il me propose c'est de faire un SMS retrait. Sauf que je travaille sur leurs horaires d'ouverture. Ce n'est pas une erreur de ma part mais c'est à moi de faire le nécessaire pour palier à une erreur qui n'est pas la mienne."
327,Avis Caisse d'Épargne #72,5 sur 5 étoiles,(Évaluation de Rocqueplan le 18/06/2022),Très bon accueil et très satisfait de mon conseiller qui a pu débloquer mon compte bancaire en me proposant aussi une nouvelle carte bancaire adaptée à mes besoins. Une rencontre très positive qui me permet d'envisager avec sérénité la gestion de mes comptes bancaires à la caisse d'Epargne.
328,Avis Caisse d'Épargne #71,"1,8 sur 5 étoiles",(Évaluation de EB le 10/06/2022),"Conseillers en ligne non professionnels. Chèque de banque du crédit agricole déposé le 04/06, mis en valeur le 26/06. Je contacte l’agence émettrice qui me confirme avoir confirmée la bonne valeur du chèque à la caisse d’épargne, mais il faut attendre 22 jours pour avoir la valeur du chèque. Mon épouse est au crédit mutuel et aucun problème, les conseillers très pros et courtois."
329,Avis Caisse d'Épargne #70,"2,6 sur 5 étoiles",(Évaluation de Anonyme le 05/06/2022),"Je suis cliente depuis toujours de la Caisse d'épargne. Depuis mon déménagement, il y a quelques années, je suis passée en e-banque. A partir de cette date, les seuls échanges que j'ai pu avoir, concernaient les frais de gestion de mon compte courant, facturés. Je relance régulièrement à ce sujet, sans réponse à mes réclamations. Je n'ai jamais de soucis bancaires (je le précise). Je suis très déçue de mon conseiller qui, malgré des relances mail + appels, ne me répond pas."
330,Avis Caisse d'Épargne #69,"2,0 sur 5 étoiles",(Évaluation de Quentin le 31/05/2022),"Déçu à plusieurs reprises, la dernière mésaventure est de trop ! Client historique de la Caisse d'Epargne j'ai dû transférer mes fonds chez une autre banque qui me proposait un crédit plus intéressant que la CE. Je souhaitais tout de même conserver un compte dépôt à la Caisse d'Epargne. Dans ce transfert j'ai engendré une vingtaine d'euros de découvert par inadvertance, la Caisse d'Epargne m'a chargé de 35 € de frais. Après avoir appelé l'agence, la conseillère connaissant mon profil plus qu'exemplaire (jamais un découvert en 10 ans et des fonds confortables) me dit qu'elle ne peut rien faire, c'est les processus, que je cite ""Je n'avais qu'à prendre mes précautions avant"". Belle gestion de la relation client et de la fidélisation de vos clients historiques la Caisse d'Epargne. Conclusion : abandon de l'idée de garder un compte dépôt chez la Caisse d'Epargne et clôture du compte."
331,Avis Caisse d'Épargne #68,"2,0 sur 5 étoiles",(Évaluation de Anonyme le 25/05/2022),"Trop de frais (30euros de frais de dossier par an, en plus du reste). Mauvais accueil du personnel au directeur en passant par le conseiller. L´agence est fermée les après-midi sauf sur rendez-vous. On est pas assez informé sur notre situation, ni assez conseillé. J envisage de partir et d'enlever mon compte pro et mes comptes personnels, ainsi que ceux de mes enfants."
332,Avis Caisse d'Épargne #67,"2,2 sur 5 étoiles",(Évaluation de Anonyme le 25/05/2022),"J'avais choisi cette banque car j'avais de bon retour de la part de mon entourage. Très bon accueil de mon premier conseiller qui malheureusement ensuite a changé de banque.Par la suite je n'ai eu que des soucis avec cette banque (ne répond pas au téléphone, ni aux mails, ni aux courriers).J'ai décidé de récupérer mes différents placements, ils ont mis 6 mois à me rendre mon argent, et encore c'est parce que je suis passée par le service clientèle en menaçant de contacter le médiateur bancaire.Si vous voulez un rdv pour un prêt vous pouvez toujours attendre (nous sommes fin mai 2022, j'attends depuis mars 2021).Pareil pour clôturer mon compte bancaire chez eux. Ils ont reçu un recommandé avec accusé de réception et ""oublié"" de traiter ma demande. Plusieurs appels mais jamais personne au bout du fil, plusieurs mails mais jamais de réponse. Pourtant pour prélever des frais bancaires alors qu'ils ne devraient plus, là il y a du monde. Obligée de passer une nouvelle fois par le service clientèle (toujours en accusé de réception donc payant et bien sûr ils ne répondent pas pour le remboursement des frais engendrés)."
333,Avis Caisse d'Épargne #66,"3,6 sur 5 étoiles",(Évaluation de Anonyme le 20/05/2022),"Le nouvel espace client internet de la Caisse d'Epargne n'est pas pratique, icônes sur relevé de compte inutiles (on a juste besoin d'un listing des débits et crédits), les ""améliorations"" devraient être faites pour accéder plus facilement aux différentes rubriques. Ancien site beaucoup plus facile."
334,Avis Caisse d'Épargne #65,"1,4 sur 5 étoiles",(Évaluation de Hervé le 15/05/2022),Je reviens sur une affaire qui dure depuis 3 ans . Nous sommes plusieurs propriétaires à avoir acheter sur plan un bien immobilier entre 2016 et 2019 auprès d’un promoteur immobilier (Innovhabitat). La caisse d’épargne étant le garant pour terminer le projet après la défaillance de l’entreprise. Celle-ci a nommé (depuis janvier 2020) un d’Hoc pour terminer les travaux en temps que maître d’œuvre.Depuis rien n’a réellement bougé à part certains propriétaires qui avec du courage sont sortis de la procédure judiciaire et ont terminé leur maison avec le peu d’argent qu’ils leur restaient et cela pas grâce à la CAISSE D’ÉPARGNE qui se cache derrière des procédures administratives pour ne pas payer les travaux. Certains de ces propriétaires sont sociétaires de cette banque « les pauvres « !
335,Avis Caisse d'Épargne #64,"2,2 sur 5 étoiles",(Évaluation de Anonyme le 10/05/2022),"Ayant déménagé à La Rochelle, mon conseiller parisien n'a pas le droit de mettre mon RIB en tant que destinataire pour que je récupère mon argent. Les deux agence sont deux banques totalement différentes qui ne font aucun effort pour aider leurs clients. Il est apparemment plus facile de passer à la BNP, ou autre, que d'agence à agence."
336,Avis Caisse d'Épargne #63,"4,6 sur 5 étoiles",(Évaluation de Anonyme le 07/05/2022),Conseillé à mon écoute qui prend du temps pour me réexpliqué quand je ne comprends pas tout. Il cherche la meilleure solution pour répondre à ma demande. Je conseille la Caisse d´Epargne à 200%. Je l´ai conseillé à mon fils. Mon conseiller prend souvent de mes nouvelles et me propose de nouveaux services sans me forcer la main. Après je prends ou ne prends pas. Très bonne communication entre nous
337,Avis Caisse d'Épargne #62,"3,3 sur 5 étoiles",(Évaluation de Anonyme le 04/05/2022),"Nouvelle interface nulle ! En effet ayant l'habitude de faire mes rapprochements avec un logiciel de gestion par télétransmission je découvre aujourd'hui que ce n'est plus possible pour ces raisons le téléchargement devient inutile puisque juste la possibilité de télécharger en format Excel ! Donc obligation de recopier chaque opération dans le gestionnaire. Mon gestionnaire permettait une mise à jour directe ce qui est le but principal de la transmission le gain de temps. Quant à la présentation par elle même d'entrée je me suis dite :""mais c'est quoi ça ?"" brouillon très lourd il y en a partout ! Bon comme souvent il y a malgré tout un peu de positif on peut facilement remonter assez loin dans les opérations mais je me dis ""à quoi ça sert"", puisque logiquement on n'est censé quand même de vérifier l'état de nos comptes régulièrement.Elément positif : ma conseillère est sympathique et très aimable et aussi la décoration de cette agence qui commençait à être vieillotte a subi un coup de jeune donc l'ensemble est plus clair."
338,Avis Caisse d'Épargne #61,"3,4 sur 5 étoiles",(Évaluation de LD17 le 02/05/2022),"J'ai pu payer avec mon téléphone (c'était même précurseur à l'époque), jusqu'au jour où ce service a été amputé par la CE : obligation d'utiliser un Iphone ou Samsung. Franchement dommage de reculer ainsi. A quand une remise en service pour tous ?Sinon, pas de souci particulier avec cette banque dont je suis client depuis une vingtaine d'années."
339,Avis Caisse d'Épargne #60,5 sur 5 étoiles,(Évaluation de Anonyme le 29/04/2022),"Toujours reçue avec le sourire et bienveillance. Ma conseillère est à l'écoute et a de bons conseils. Chaque fois que je la contacte, elle me rappelle même elle est occupée et répond à mes questions même si elles sont parfois un peu compliquées et même qand elles ne concernent pas tout à fait la banque. Services au top !"
340,Avis Caisse d'Épargne #59,"1,6 sur 5 étoiles",(Évaluation de Anonyme le 29/04/2022),"Prendre RDV pour une simulation de Prêt Immobilier (achat d'une résidence principale) avec proposition de transmettre les documents avant le RDV pour gain de temps. Entendre en réponse non c'est inutile. Aller au RDV, le conseiller me répond je ne suis pas en capacité de faire une simulation car il faut que j'analyse votre dossier, l´informer que le bancaire personnel sera transféré si Prêt Immobilier chez eux mais qu'il n'y aura pas de changement d'assurance, ni de compte professionnel. Devoir relancer 12 jours après le RDV car toujours rien reçu. Et m'entendre dire, je ne peux pas vous transmettre de simulation car vous n'êtes pas près à changer les assurances et rapatrier les comptes pro. Cela avait été évoqué lors du premier RDV."
341,Avis Caisse d'Épargne #58,"3,0 sur 5 étoiles",(Évaluation de H. le 15/04/2022),"Ma mère avait souscrit une assurance habitation. Elle est décédée. J'ai donc transmis un bulletin de décès et une demande de résiliation en laissant mes coordonnées. Son compte bancaire est bloqué mais la caisse d'épargne a tenté de prélever sur son compte. Depuis, ils écrivent à ma mère en la menaçant de poursuites."
